0.000000	23.242187	0.000000	30.000000
0.028919	23.730469	0.028919	30.000000
0.062887	23.242187	0.062887	30.000000
0.084819	23.339844	0.084819	30.000000
0.109802	23.339844	0.109802	30.000000
0.131912	23.339844	0.131912	30.000000
0.155617	23.242187	0.155617	30.000000
0.179765	23.339844	0.179765	30.000000
0.205452	23.339844	0.205452	30.000000
0.229949	23.535156	0.229949	30.000000
0.262294	23.535156	0.262294	30.000000
0.289221	23.242187	0.289221	30.000000
0.310374	23.242187	0.310374	30.000000
0.335135	23.339844	0.335135	30.000000
0.355204	23.242187	0.355204	30.000000
0.377120	23.242187	0.377120	30.000000
0.398136	23.339844	0.398136	30.000000
0.416978	23.144531	0.416978	30.000000
0.447236	23.242187	0.447236	30.000000
0.471760	23.242187	0.471760	30.000000
0.490719	23.242187	0.490719	30.000000
0.512623	23.242187	0.512623	30.000000
0.532577	23.242187	0.532577	30.000000
0.552518	23.242187	0.552518	30.000000
0.572465	23.242187	0.572465	30.000000
0.597433	23.242187	0.597433	30.000000
0.617497	23.242187	0.617497	30.000000
0.638290	23.242187	0.638290	30.000000
0.658367	23.046875	0.658367	30.000000
0.684447	23.242187	0.684447	30.000000
0.708248	23.242187	0.708248	30.000000
0.728197	23.144531	0.728197	30.000000
0.750216	23.242187	0.750216	30.000000
0.769083	23.144531	0.769083	30.000000
0.785920	23.242187	0.785920	30.000000
0.802269	24.121094	0.802269	30.000000
0.819004	24.707031	0.819004	30.000000
0.834794	25.000000	0.834794	30.000000
0.850722	25.390625	0.850722	30.000000
0.869671	25.195312	0.869671	30.000000
0.884100	25.488281	0.884100	30.000000
0.900697	25.292969	0.900697	30.000000
0.916910	25.195312	0.916910	30.000000
0.929510	25.097656	0.929510	30.000000
0.950751	25.097656	0.950751	30.000000
0.966429	25.390625	0.966429	30.000000
0.983761	25.292969	0.983761	30.000000
0.994489	25.097656	0.994489	30.000000
1.014703	26.171875	1.014703	30.000000
1.032449	26.660156	1.032449	30.000000
1.043338	26.757812	1.043338	30.000000
1.064166	27.050781	1.064166	30.000000
1.080200	27.148437	1.080200	30.000000
1.099074	26.855469	1.099074	30.000000
1.114083	27.050781	1.114083	30.000000
1.126035	26.757812	1.126035	30.000000
1.146247	26.757812	1.146247	30.000000
1.158129	26.953125	1.158129	30.000000
1.171039	26.660156	1.171039	30.000000
1.192564	26.562500	1.192564	30.000000
1.208980	26.464844	1.208980	30.000000
1.224003	26.464844	1.224003	30.000000
1.236950	26.757812	1.236950	30.000000
